Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,Initial,Age_band,Alone,Family_Size
0,3,0,8,2,4.256321678298823,0,3,0,0,10
0,3,0,0,1,2.8390784635086144,0,0,2,0,1
1,2,1,0,0,2.8183982582710754,0,1,2,1,0
0,3,0,0,0,2.1719067693519296,0,0,1,1,0
0,3,0,0,0,2.2682524139135403,0,0,1,1,0
0,3,0,4,1,3.7059209199687877,0,3,0,0,5
1,3,0,0,2,3.0692150503137943,0,3,0,0,2
1,1,1,0,1,4.025351690735149,0,1,2,0,1
0,3,1,1,4,3.3638415951183864,0,1,2,0,5
0,1,0,0,0,3.2930552230424524,0,0,2,1,0
0,3,0,0,0,4.051711901657239,0,0,1,1,0
0,1,0,0,0,3.540959324037314,0,0,3,1,0
0,3,0,4,1,3.405355391810819,2,3,0,0,5
1,3,1,1,1,2.495953738718064,0,2,0,0,2
0,3,0,0,0,2.1888563276657025,0,0,1,1,0
0,1,0,0,0,3.4561841799918147,1,0,3,1,0
0,3,0,1,1,2.180891922715322,0,0,1,0,2
0,3,0,3,1,3.2758873390300307,0,3,0,0,4
0,1,1,0,0,3.391567832686312,1,2,3,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,0,0,0,0.0,0,0,2,1,0
0,3,1,8,2,4.256321678298823,0,2,1,0,10
0,2,0,0,0,2.775708849576025,1,0,2,1,0
0,3,0,4,2,3.4777725458882283,0,3,0,0,6
1,2,0,2,1,3.6888794541139363,0,3,0,0,3
1,3,1,0,2,3.13658058214137,0,2,0,0,2
0,1,0,0,0,3.9318256327243257,0,0,2,1,0
1,3,1,1,0,2.803360380906535,2,1,2,0,1
1,1,0,0,0,3.3160025355989236,0,0,2,1,0
0,3,0,1,1,2.803360380906535,2,0,2,0,2
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
1,2,1,0,0,2.6390573296152584,0,1,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
1,3,1,1,0,2.180891922715322,0,2,1,0,1
1,2,0,1,1,3.295836866004329,0,3,0,0,2
1,1,1,0,0,3.357621598945279,1,1,2,1,0
1,1,1,0,0,4.993969182787072,1,2,3,1,0
0,3,0,0,0,2.169053700369523,2,0,2,1,0
0,3,0,0,1,2.241156397997397,0,0,2,0,1
1,3,1,0,0,2.169053700369523,2,2,1,1,0
0,2,1,0,0,2.6390573296152584,0,2,1,1,0
0,3,0,0,0,2.3513752571634776,0,0,1,1,0
0,3,0,8,2,4.256321678298823,0,0,2,0,10
0,3,0,0,0,2.0143428636837015,0,0,2,1,0
0,3,0,0,0,2.1071782966514356,1,0,2,1,0
1,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,3,1,0,1,2.4390808375825834,0,2,0,0,1
0,3,0,1,0,2.8243506567983707,0,0,1,0,1
1,3,0,0,0,2.9850504252071306,1,0,1,1,0
1,3,1,0,0,2.169053700369523,2,2,0,1,0
1,1,0,0,0,3.4657359027997265,1,0,2,1,0
0,3,0,0,0,2.085672091430472,0,0,1,1,0
1,2,1,0,0,3.0910424533583156,0,2,2,1,0
0,3,0,0,0,2.1102132003465894,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,0,1,0,2.169053700369523,2,0,2,0,1
1,1,1,1,0,4.738607824217808,1,2,1,0,1
1,3,1,0,0,2.1888563276657025,0,2,1,1,0
0,2,0,1,0,3.332204510175204,0,0,2,0,1
1,1,1,0,0,4.347586575960343,1,2,1,1,0
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
1,3,0,0,0,2.2027647577118348,0,0,0,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,3,1,0
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
1,1,0,1,0,4.51085950651685,0,0,2,0,1
0,3,0,0,0,2.336986519711378,0,0,1,1,0
1,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,3,0,0,0,2.1102132003465894,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,1,3,1,3.2758873390300307,0,2,1,0,4
1,1,1,1,0,4.436455632600353,0,1,2,0,1
0,3,0,0,0,2.1719067693519296,0,0,1,1,0
0,2,0,0,0,2.6741486494265287,0,0,3,1,0
1,3,1,4,2,3.4777725458882283,0,2,0,0,6
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,3,1,0,0,2.145931282948669,0,2,1,1,0
0,2,0,1,0,3.295836866004329,0,0,2,0,1
1,2,1,0,2,3.305053521109253,0,2,0,0,2
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,2,0,0,0,2.5858825671280026,0,0,2,1,0
0,3,1,1,0,2.737880811060884,1,2,1,0,1
1,3,1,1,0,2.803360380906535,2,2,1,0,1
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
0,3,0,0,0,2.094945728215801,0,0,1,1,0
0,3,0,0,0,2.1071782966514356,1,0,1,1,0
0,1,0,2,0,4.51085950651685,2,0,2,0,2
0,3,1,0,0,2.1719067693519296,0,2,1,1,0
1,2,1,0,2,2.740840023925201,0,1,1,0,2
1,1,0,1,1,3.9806942251907276,0,0,2,0,2
0,2,0,1,0,3.295836866004329,0,4,3,0,1
0,3,0,0,0,2.1102132003465894,0,0,2,1,0
0,3,1,1,1,2.4390808375825834,0,1,1,0,2
0,1,0,0,0,3.3160025355989236,0,0,3,1,0
0,3,0,1,0,2.8390784635086144,0,0,1,0,1
0,3,1,0,2,3.0545906305603445,0,1,2,0,2
1,3,1,0,2,2.787834413830345,1,1,1,0,2
1,1,1,0,0,4.384523514872469,1,1,2,1,0
1,1,1,0,0,4.471638793363568,0,2,1,1,0
1,1,1,0,0,6.2409173547590955,1,2,2,1,0
1,2,1,0,1,3.295836866004329,0,1,3,0,1
0,3,0,0,0,2.169053700369523,2,0,2,1,0
1,3,0,4,2,3.4777725458882283,0,3,0,0,6
0,1,0,1,1,4.390118804571218,0,0,3,0,2
0,1,0,0,0,0.0,0,0,2,1,0
0,3,1,0,0,2.169053700369523,2,2,1,1,0
0,2,0,0,0,2.4423470353692043,0,0,2,1,0
0,3,0,4,1,3.7059209199687877,0,0,0,0,5
1,3,0,1,0,2.1719067693519296,0,0,1,0,1
1,1,1,0,1,5.039951348430309,0,1,3,0,1
1,1,1,0,0,4.91730069488021,0,2,2,1,0
0,1,0,0,0,3.4657359027997265,0,0,2,1,0
1,3,0,0,0,0.0,0,0,1,1,0
1,2,1,0,1,3.0204248861443626,0,1,2,0,1
0,1,0,0,1,3.4242626545931514,1,0,2,0,1
1,3,1,0,0,2.169053700369523,2,2,1,1,0
1,1,1,1,0,4.368919865004903,0,2,3,0,1
0,3,1,0,0,2.169053700369523,0,2,2,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,3,0,4,1,3.405355391810819,2,3,0,0,5
1,3,1,1,1,3.056356895370426,0,1,2,0,2
0,3,0,0,0,2.169053700369523,2,0,4,1,0
0,3,0,0,0,2.180891922715322,0,0,1,1,0
0,3,0,0,0,2.3513752571634776,0,0,0,1,0
1,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,1,0,0,0,3.295836866004329,0,0,2,1,0
0,3,0,0,0,2.2682524139135403,1,0,2,1,0
1,3,0,0,0,2.3513752571634776,0,0,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,2,0,0,0,2.6390573296152584,0,0,2,1,0
1,3,1,0,0,2.169053700369523,2,2,1,1,0
1,1,1,0,0,4.380149874661021,0,2,1,1,0
1,1,1,1,0,4.5226490762785785,1,1,1,0,1
0,2,0,0,0,2.630088659632498,1,0,2,1,0
0,3,1,0,0,2.287471455183997,0,2,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,1,0,0,0,3.357621598945279,1,0,2,1,0
0,3,0,0,0,2.1076888046179385,1,0,1,1,0
0,1,1,1,2,5.027492411162679,0,2,0,0,3
1,1,0,0,0,3.449987545831587,0,0,2,1,0
1,1,1,0,1,5.515526544247128,1,1,3,0,1
1,3,1,0,0,2.169053700369523,2,2,1,1,0
1,3,0,2,0,3.188416617383492,2,0,2,0,2
0,3,0,0,0,0.0,0,0,1,1,0
1,2,1,0,0,2.5915163848462583,2,2,1,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,1,0,1,2,5.027492411162679,0,3,0,0,3
1,1,1,0,0,4.717456363787216,1,2,1,1,0
1,1,1,1,0,4.699570861409575,1,1,1,0,1
0,2,0,1,0,3.2188758248682006,1,0,1,0,1
1,1,1,0,0,4.0592215752427645,1,2,1,1,0
1,1,1,0,0,4.432699549165613,1,2,1,1,0
1,1,1,2,2,5.573578872124353,1,2,1,0,4
0,2,1,1,1,3.295836866004329,0,1,1,0,2
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
0,2,0,1,1,3.305053521109253,0,0,2,0,2
1,3,1,0,0,2.180891922715322,0,2,1,1,0
1,2,1,1,0,3.295836866004329,0,1,1,0,1
0,2,0,0,0,2.70805020110221,0,0,3,1,0
1,1,1,0,2,5.11118445372147,0,2,1,0,2
1,1,1,1,1,4.908971640319756,1,1,2,0,2
0,3,0,0,0,2.1102132003465894,0,0,1,1,0
0,3,0,0,0,2.1855792552411137,0,0,1,1,0
1,2,1,0,0,2.5915163848462583,2,2,1,1,0
1,2,1,1,1,3.4011973816621555,0,1,1,0,2
0,3,0,8,2,4.256321678298823,0,0,2,0,10
1,1,1,0,0,4.91730069488021,1,2,2,1,0
0,3,0,0,0,1.9792758428991135,0,0,3,1,0
1,2,1,0,0,2.6390573296152584,0,1,2,1,0
1,3,1,1,1,3.0692150503137943,0,1,1,0,2
1,1,1,0,1,4.077184839375167,1,2,0,0,1
1,3,1,2,0,3.188416617383492,2,2,1,0,2
0,1,0,0,0,3.384390263345774,0,0,2,1,0
0,1,0,0,1,5.039951348430309,0,0,2,0,1
0,3,0,2,0,2.9444389791664403,0,0,0,0,2
1,1,1,1,0,4.902678819257607,0,1,2,0,1
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,1,0,1,0,4.213607983048918,0,0,1,0,1
1,1,1,0,0,4.908971640319756,1,2,2,1,0
1,3,0,0,0,2.2027647577118348,0,0,2,1,0
0,1,0,0,0,3.5973122605884456,0,0,2,1,0
1,2,0,1,1,3.295836866004329,0,3,0,0,2
1,1,1,3,2,5.575949103146316,0,2,1,0,5
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,2,0,0,0,2.6390573296152584,0,0,2,1,0
1,2,1,0,0,2.6390573296152584,0,2,1,1,0
1,2,1,0,0,2.6390573296152584,0,2,2,1,0
1,3,1,1,0,2.8390784635086144,0,1,2,0,1
1,3,0,1,1,2.8273136219290276,0,3,0,0,2
0,3,0,0,0,2.2682524139135403,0,0,2,1,0
0,3,0,0,0,2.3248357019288655,0,0,1,1,0
0,1,0,0,0,3.58351893845611,0,0,2,1,0
0,3,0,1,1,2.1076888046179385,1,0,0,0,2
0,3,0,1,0,2.9338568698359033,0,0,1,0,1
0,3,0,0,0,2.1071782966514356,1,0,2,1,0
0,3,0,0,0,2.3513752571634776,0,0,1,1,0
1,1,1,0,1,4.025351690735149,0,2,1,0,1
0,2,1,0,0,2.6390573296152584,0,2,2,1,0
1,3,1,0,0,2.1837114628556327,2,2,1,1,0
1,3,1,0,0,2.1837114628556327,2,2,1,1,0
0,3,0,1,4,3.3638415951183864,0,0,2,0,5
0,2,0,1,0,3.357621598945279,1,0,1,0,1
0,3,1,0,1,2.737880811060884,1,1,2,0,1
0,3,0,0,0,2.085672091430472,0,0,2,1,0
0,3,0,1,0,2.803360380906535,2,0,2,0,1
0,3,0,0,0,2.1102132003465894,0,0,1,1,0
1,1,1,1,0,4.334017415487521,1,1,3,0,1
1,3,1,0,0,2.1076888046179385,1,1,2,1,0
1,3,1,0,0,2.169053700369523,2,2,1,1,0
1,1,1,0,0,4.252771798816619,1,2,1,1,0
1,1,0,1,0,4.0332082470129285,1,0,1,0,1
0,3,0,1,0,2.0143428636837015,0,0,1,0,1
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,1,0,0,0,4.91730069488021,1,0,1,1,0
0,3,1,3,1,3.0944457464900235,0,2,0,0,4
1,1,1,1,0,4.420896324687287,1,1,2,0,1
1,3,1,0,0,2.1102132003465894,0,2,1,1,0
0,1,0,0,2,5.358941988364471,1,0,1,0,2
0,3,0,0,0,1.6119347926326875,1,0,1,1,0
0,3,0,0,0,2.1719067693519296,0,0,1,1,0
1,1,1,0,0,5.4316456135398825,1,2,2,1,0
1,3,1,0,2,2.8179026130712246,1,2,0,0,2
0,3,0,0,0,2.1888563276657025,0,0,1,1,0
1,1,1,1,0,3.9702919135521215,0,1,2,0,1
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,2,0,0,0,4.310799125385514,0,0,1,1,0
0,3,0,5,2,3.8691155044168695,0,3,0,0,7
1,2,1,0,0,2.6390573296152584,0,2,2,1,0
0,3,0,0,0,2.1666737276227077,2,0,2,1,0
1,2,1,0,0,2.5649493574615367,1,2,1,1,0
1,1,0,1,2,4.795790545596741,0,0,2,0,3
1,3,0,0,0,2.174274334826008,0,0,1,1,0
0,3,0,2,0,2.1888563276657025,0,0,1,0,2
1,1,1,1,0,4.738607824217808,1,2,1,0,1
1,3,1,0,2,2.8735646395797834,0,1,1,0,2
0,3,0,0,0,2.174274334826008,0,0,1,1,0
0,3,1,0,0,2.180891922715322,0,2,1,1,0
0,2,0,0,0,3.295836866004329,0,0,2,1,0
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
1,2,1,0,0,2.6137395216309685,0,1,1,1,0
1,3,0,0,0,2.1888563276657025,0,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,1,1,0
0,3,1,1,0,2.3818582738885534,0,2,1,0,1
0,3,0,1,0,2.8243506567983707,0,0,1,0,1
0,3,1,0,0,2.2682524139135403,0,2,1,1,0
0,2,0,1,0,3.0910424533583156,0,0,2,0,1
0,3,0,0,0,2.169053700369523,0,0,3,1,0
1,2,0,1,1,2.9831534913471307,0,3,0,0,2
0,3,0,0,0,2.1719067693519296,0,0,1,1,0
0,3,1,3,1,3.2758873390300307,0,2,1,0,4
0,3,0,0,0,2.1855792552411137,0,0,2,1,0
0,3,0,0,0,2.061570298060867,2,0,2,1,0
1,1,1,1,0,4.51085950651685,2,2,2,0,1
0,2,0,0,0,0.0,0,0,2,1,0
1,3,0,0,0,2.1888563276657025,0,0,2,1,0
0,3,1,0,0,2.2027647577118348,0,1,2,1,0
1,2,1,1,1,3.5115454388310208,0,1,2,0,2
1,2,1,0,2,2.6390573296152584,0,2,1,0,2
0,2,0,0,0,2.6390573296152584,0,0,1,1,0
0,3,1,0,2,3.224857896545748,0,2,0,0,2
0,3,0,0,0,2.1855792552411137,1,0,2,1,0
0,3,0,0,0,2.167143305297764,2,0,1,1,0
0,3,0,0,0,2.1832383353614793,0,0,1,1,0
0,3,1,1,1,2.7343675094195836,0,1,1,0,2
0,3,0,1,1,3.0545906305603445,0,0,1,0,2
0,3,0,0,0,2.1102132003465894,0,0,2,1,0
1,2,1,1,0,3.295836866004329,0,1,1,0,1
1,2,1,0,0,3.295836866004329,0,2,1,1,0
0,3,0,0,0,2.169053700369523,2,0,2,1,0
1,3,0,0,0,2.2027647577118348,0,0,1,1,0
1,1,0,0,0,3.3160025355989236,0,0,1,1,0
1,3,1,1,0,2.8390784635086144,0,1,2,0,1
1,2,1,1,0,3.295836866004329,0,1,2,0,1
0,3,0,0,0,2.094945728215801,0,0,1,1,0
0,1,0,1,0,4.041295341132285,0,0,3,0,1
1,1,1,1,2,4.795790545596741,0,2,0,0,3
0,3,1,2,2,3.5660053559634015,0,2,1,0,4
1,2,1,2,3,2.9831534913471307,0,1,1,0,5
0,1,0,1,4,5.575949103146316,0,0,3,0,5
0,2,0,0,0,2.4423470353692043,0,0,1,1,0
1,2,1,1,1,3.305053521109253,0,1,2,0,2
0,3,0,0,0,2.3513752571634776,0,0,1,1,0
0,3,0,1,0,2.1719067693519296,0,0,1,0,1
1,2,1,0,0,2.6390573296152584,0,2,1,1,0
1,3,0,0,0,2.2096470973347766,0,0,2,1,0
1,1,0,0,2,4.417131919904876,0,3,0,0,2
1,2,1,0,1,3.0204248861443626,0,2,0,0,1
1,1,0,0,0,3.3160025355989236,0,0,2,1,0
1,3,1,2,1,3.0085645861193133,1,2,0,0,3
1,1,0,0,0,3.449987545831587,0,0,3,1,0
0,2,0,1,2,3.3586377672433594,0,0,2,0,3
0,3,0,1,0,3.0429354648621403,0,0,2,0,1
0,1,0,0,0,3.3586377672433594,1,0,1,1,0
1,1,0,1,0,4.500966778400217,1,0,3,0,1
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
1,3,0,0,0,2.1855792552411137,1,0,1,1,0
0,1,0,0,0,3.3160025355989236,0,0,4,1,0
1,1,1,1,0,3.9676942027986066,0,1,2,0,1
1,2,1,0,0,2.4423470353692043,0,2,3,1,0
0,3,0,0,0,2.169053700369523,2,0,2,1,0
1,1,0,0,0,3.3160025355989236,0,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
0,1,0,0,0,3.676300671907076,0,0,2,1,0
0,2,0,0,0,2.6390573296152584,0,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,2,1,0
0,3,0,0,0,2.085672091430472,0,0,2,1,0
0,2,0,0,0,0.0,0,0,2,1,0
0,1,0,0,0,3.3160025355989236,0,0,3,1,0
0,3,0,0,0,2.1661924680884908,2,0,2,1,0
1,3,1,2,1,3.0085645861193133,1,2,0,0,3
0,3,0,0,0,2.1102132003465894,0,0,2,1,0
0,3,0,0,0,2.2682524139135403,0,0,2,1,0
1,2,1,1,2,3.3586377672433594,0,1,2,0,3
1,2,1,0,0,2.6940662126460575,1,1,1,1,0
0,3,1,0,0,2.3830123421066602,0,2,1,1,0
0,1,0,0,0,3.9702919135521215,0,0,2,1,0
0,2,0,1,0,3.0910424533583156,0,0,2,0,1
0,3,0,1,0,2.0851502161468174,0,0,1,0,1
0,3,0,0,0,2.142510233146819,0,0,1,1,0
1,3,1,0,1,2.586823743668066,0,2,0,0,1
0,3,0,5,2,3.8691155044168695,0,3,0,0,7
0,2,0,0,0,0.0,0,0,2,1,0
0,3,0,0,0,2.2027647577118348,0,0,3,1,0
1,3,1,0,0,2.3596740599781727,0,1,3,1,0
1,1,0,1,0,4.5226490762785785,1,0,1,0,1
0,3,1,3,1,3.2758873390300307,0,2,1,0,4
1,1,1,1,0,4.51085950651685,0,1,2,0,1
